"You're The First, The Last, My Everything",1975,1944,Barry White
Please Mr Please,1975,1948,Olivia Newton-John
You're No Good,1975,1946,Linda Ronstadt
Poetry Man,1975,1950,Phoebe Snow
Never Can Say Goodbye,1975,1949,Gloria Gaynor
I Don't Like To Sleep Alone,1975,1941,Paul Anka
Shoeshine Boy,1975,1939,Eddie Kendricks
Long Tall Glasses,1975,1948,Leo Sayer
Someone Saved My Life Tonight,1975,1947,Elton John
Misty,1975,1939,Ray Stevens
Bad Blood,1975,1939,Neil Sedaka
Only You,1975,1940,Ringo Starr
Swearin' To God,1975,1934,Frankie Valli
Don't Go Breaking My Heart,1976,1947,Elton John
Disco Lady,1976,1934,Johnnie Taylor
50 Ways To Leave Your Lover,1976,1941,Paul Simon
I Write The Songs,1976,1943,Barry Manilow
Love Hangover,1976,1944,Diana Ross
"More, More, More",1976,1943,Andrea True Connection
Right Back Where We Started From,1976,1952,Maxine Nightingale
You'll Never Find Another Love Like Mine,1976,1933,Lou Rawls
Golden Years,1976,1947,David Bowie
Turn The Beat Around,1976,1954,Vicki Sue Robinson
All By Myself,1976,1949,Eric Carmen
Lowdown,1976,1944,Boz Scaggs
Times Of Your Life,1976,1941,Paul Anka
Fooled Around And Fell In Love,1976,1942,Elvin Bishop
Island Girl,1976,1947,Elton John
Let Her In,1976,1954,John Travolta
Walk Away From Love,1976,1941,David Ruffin
Young Hearts Run Free,1976,1940,Candi Staton
Tryin' To Get The Feeling Again,1976,1943,Barry Manilow
Country Boy,1976,1936,Glen Campbell
Tonight's The Night,1977,1945,Rod Stewart
I Just Want To Be Your Everything,1977,1958,Andy Gibb
Don't Leave Me This Way,1977,1946,Thelma Houston
(Your Love Has Lifted Me) Higher And Higher,1977,1945,Rita Coolidge
You Make Me Feel Like Dancing,1977,1948,Leo Sayer
Margaritaville,1977,1946,Jimmy Buffett
Sir Duke,1977,1950,Stevie Wonder
Southern Nights,1977,1936,Glen Campbell
When I Need You,1977,1948,Leo Sayer
Right Time Of The Night,1977,1947,Jennifer Warnes
I've Got Love On My Mind,1977,1950,Natalie Cole
Looks Like We Made It,1977,1943,Barry Manilow
Lucille,1977,1938,Kenny Rogers
Swayin' To The Music,1977,1942,Johnny Rivers
Lonely Boy,1977,1951,Andrew Gold
I Wish,1977,1950,Stevie Wonder
Night Moves,1977,1945,Bob Seger
You're My World,1977,1941,Helen Reddy
My Heart Belongs To Me,1977,1942,Barbra Streisand
Stand Tall,1977,1947,Burton Cummings
Way Down,1977,1935,Elvis Presley
Weekend In New England,1977,1943,Barry Manilow
It Was Almost Like A Song,1977,1943,Ronnie Milsap
Ariel,1977,1955,Dean Friedman
Lido Shuffle,1977,1944,Boz Scaggs
Nobody Does It Better,1977,1945,Carly Simon
Year Of The Cat,1977,1945,Al Stewart
Sorry Seems To Be The Hardest Word,1977,1947,Elton John
Don't Worry Baby,1977,1942,B.J. Thomas
How Much Love,1977,1948,Leo Sayer
Shadow Dancing,1978,1958,Andy Gibb
(Love Is) Thicker Than Water,1978,1958,Andy Gibb
Grease,1978,1934,Frankie Valli
You're The One That I Want,1978,1954,John Travolta
Lay Down Sally,1978,1945,Eric Clapton
Just The Way You Are,1978,1949,Billy Joel
If I Can't Have You,1978,1951,Yvonne Elliman
It's A Heartache,1978,1951,Bonnie Tyler
Baker Street,1978,1947,Gerry Rafferty
Can't Smile Without You,1978,1943,Barry Manilow
"Too Much, Too Little, Too Late",1978,1935,Johnny Mathis
Two Out Of Three Ain't Bad,1978,1947,Meat Loaf
Jack And Jill,1978,1954,Raydio
Sometimes When We Touch,1978,1954,Dan Hill
Hopelessly Devoted To You,1978,1948,Olivia Newton-John
You're In My Heart,1978,1945,Rod Stewart
The Closer I Get To You,1978,1939,Roberta Flack
Short People,1978,1943,Randy Newman
Our Love,1978,1950,Natalie Cole
An Everlasting Love,1978,1958,Andy Gibb
Slip Slidin' Away,1978,1941,Paul Simon
Still The Same,1978,1945,Bob Seger
You Belong To Me,1978,1945,Carly Simon
Here You Come Again,1978,1946,Dolly Parton
Blue Bayou,1978,1946,Linda Ronstadt
You Needed Me,1978,1945,Anne Murray
Shame,1978,1960,"Evelyn ""Champagne"" King"
Baby Hold On,1978,1949,Eddie Money
Summer Nights,1978,1954,John Travolta
Don't It Make My Brown Eyes Blue,1978,1951,Crystal Gayle
Because The Night,1978,1946,Patti Smith
Copacabana,1978,1943,Barry Manilow
You And I,1978,1948,Rick James
Running On Empty,1978,1948,Jackson Browne
"Whenever I Call You ""Friend""",1978,1948,Kenny Loggins
Fool,1978,1951,Chris Rea
Life's Been Good,1978,1947,Joe Walsh
It's So Easy,1978,1946,Linda Ronstadt
We're All Alone,1978,1945,Rita Coolidge
Hollywood Nights,1978,1945,Bob Seger
Da Ya Think I'm Sexy,1979,1945,Rod Stewart
I Will Survive,1979,1949,Gloria Gaynor
A Little More Love,1979,1948,Olivia Newton-John
Heart Of Glass,1979,1945,Blondie
You Don't Bring Me Flowers,1979,1942,Barbra Streisand
Knock On Wood,1979,1956,Amii Stewart
Stumblin' In,1979,1950,Suzi Quatro
Lead Me On,1979,1952,Maxine Nightingale
My Life,1979,1949,Billy Joel
You Can't Change That,1979,1954,Raydio
I'll Never Love This Way Again,1979,1940,Dionne Warwick
The Main Event,1979,1942,Barbra Streisand
Mama Can't Buy You Love,1979,1947,Elton John
The Gambler,1979,1938,Kenny Rogers
She Believes In Me,1979,1938,Kenny Rogers
The Devil Went Down To Georgia,1979,1936,Charlie Daniels Band
Gold,1979,1939,John Stewart
Take Me Home,1979,1946,Cher
(Our Love) Don't Throw It All Away,1979,1958,Andy Gibb
What You Won't Do For Love,1979,1951,Bobby Caldwell
Chuck E's In Love,1979,1954,Rickie Lee Jones
Got To Be Real,1979,1957,Cheryl Lynn
I Just Fall In Love Again,1979,1945,Anne Murray
I Just Wanna Stop,1979,1952,Gino Vannelli
Ooh Baby Baby,1979,1946,Linda Ronstadt
Time Passages,1979,1945,Al Stewart
Promises,1979,1945,Eric Clapton
Suspicions,1979,1941,Eddie Rabbitt
Somewhere In The Night,1979,1943,Barry Manilow
We've Got Tonight,1979,1945,Bob Seger
The Boss,1979,1944,Diana Ross
Call Me,1980,1945,Blondie
Magic,1980,1948,Olivia Newton-John
Coming Up,1980,1942,Paul McCartney
It's Still Rock And Roll To Me,1980,1949,Billy Joel
Cars,1980,1958,Gary Numan
Cruisin',1980,1940,Smokey Robinson
Little Jeannie,1980,1947,Elton John
Ride Like The Wind,1980,1951,Christopher Cross
Upside Down,1980,1944,Diana Ross
With You I'm Born Again,1980,1946,Billy Preston
Steal Away,1980,1946,Robbie Dupree
This Is It,1980,1948,Kenny Loggins
Let's Get Serious,1980,1954,Jermaine Jackson
Don't Fall In Love With A Dreamer,1980,1938,Kenny Rogers
Sailing,1980,1951,Christopher Cross
Longer,1980,1951,Dan Fogelberg
Coward Of The County,1980,1938,Kenny Rogers
No More Tears,1980,1942,Barbra Streisand
More Love,1980,1945,Kim Carnes
Send One Your Love,1980,1950,Stevie Wonder
Against The Wind,1980,1945,Bob Seger
Desire,1980,1958,Andy Gibb
Romeo's Tune,1980,1954,Steve Forbert
Daydream Believer,1980,1945,Anne Murray
Don't Let Go,1980,1942,Isaac Hayes
Don't Do Me Like That,1980,1950,Tom Petty and The Heartbreakers
Fame,1980,1959,Irene Cara
Fire Lake,1980,1945,Bob Seger
How Do I Make You,1980,1946,Linda Ronstadt
One Fine Day,1980,1942,Carole King
You May Be Right,1980,1949,Billy Joel
Should've Never Let You Go,1980,1939,Neil Sedaka
Hurt So Bad,1980,1946,Linda Ronstadt
Stand By Me,1980,1936,Mickey Gilley
Heartbreaker,1980,1953,Pat Benatar
Deja Vu,1980,1940,Dionne Warwick
Drivin' My Life Away,1980,1941,Eddie Rabbitt
September Morn,1980,1941,Neil Diamond
Broken Hearted Me,1980,1945,Anne Murray
You Decorated My Life,1980,1938,Kenny Rogers
In America,1980,1936,Charlie Daniels Band
Breakdown Dead Ahead,1980,1944,Boz Scaggs
Ships,1980,1943,Barry Manilow
All Night Long,1980,1947,Joe Walsh
Refugee,1980,1950,Tom Petty and The Heartbreakers
Bette Davis Eyes,1981,1945,Kim Carnes
Endless Love,1981,1944,Diana Ross
Lady,1981,1938,Kenny Rogers
(Just Like) Starting Over,1981,1940,John Lennon
Jessie's Girl,1981,1949,Rick Springfield
I Love A Rainy Night,1981,1941,Eddie Rabbitt
9 To 5,1981,1946,Dolly Parton
Morning Train,1981,1959,Sheena Easton
Being With You,1981,1940,Smokey Robinson
Rapture,1981,1945,Blondie
A Woman Needs Love,1981,1954,Ray Parker Jr.
The Tide Is High,1981,1945,Blondie
Just The Two Of Us,1981,1943,Grover Washington Jr.
Woman,1981,1940,John Lennon
Love On The Rocks,1981,1941,Neil Diamond
Guilty,1981,1942,Barbra Streisand
Living Inside Myself,1981,1952,Gino Vannelli
Woman In Love,1981,1942,Barbra Streisand
Passion,1981,1945,Rod Stewart
It's My Turn,1981,1944,Diana Ross
I Don't Need You,1981,1938,Kenny Rogers
Hit Me With Your Best Shot,1981,1953,Pat Benatar
Hungry Heart,1981,1949,Bruce Springsteen
More Than I Can Say,1981,1948,Leo Sayer
What Are We Doin' In Love,1981,1932,Dottie West
This Little Girl,1981,1939,Gary U.S. Bonds
Giving It Up For Your Love,1981,1940,Delbert McClinton
America,1981,1941,Neil Diamond
Arthur's Theme,1981,1951,Christopher Cross
I Can't Stand It,1981,1945,Eric Clapton
While You See A Chance,1981,1948,Steve Winwood
Master Blaster,1981,1950,Stevie Wonder
Hello Again,1981,1941,Neil Diamond
I Ain't Gonna Stand For It,1981,1950,Stevie Wonder
All Those Years Ago,1981,1943,George Harrison
Step By Step,1981,1941,Eddie Rabbitt
The Stroke,1981,1950,Billy Squier
Sweet Baby,1981,1898,Stanley Clarke
Same Old Lang Syne,1981,1951,Dan Fogelberg
It's Now Or Never,1981,1960,John Schneider
Treat Me Right,1981,1953,Pat Benatar
What Kind Of Fool,1981,1942,Barbra Streisand
Watching The Wheels,1981,1940,John Lennon
Smoky Mountain Rain,1981,1943,Ronnie Milsap
I Made It Through The Rain,1981,1943,Barry Manilow
Suddenly,1981,1948,Olivia Newton-John
For Your Eyes Only,1981,1959,Sheena Easton
Modern Girl,1981,1959,Sheena Easton
Seven Year Ache,1981,1955,Rosanne Cash
I'm Coming Out,1981,1944,Diana Ross
Miss Sun,1981,1944,Boz Scaggs
Time Is Time,1981,1958,Andy Gibb
Physical,1982,1948,Olivia Newton-John
I Love Rock N' Roll,1982,1958,Joan Jett
Ebony And Ivory,1982,1942,Paul McCartney
I Can't Go For That,1982,1946,Daryl Hall
Don't Talk To Strangers,1982,1949,Rick Springfield
Always On My Mind,1982,1933,Willie Nelson
The Other Woman,1982,1954,Ray Parker Jr.
Leader Of The Band,1982,1951,Dan Fogelberg
Leather And Lace,1982,1948,Stevie Nicks
That Girl,1982,1950,Stevie Wonder
Trouble,1982,1949,Lindsey Buckingham
Making Love,1982,1939,Roberta Flack
Young Turks,1982,1945,Rod Stewart
Why Do Fools Fall In Love?,1982,1944,Diana Ross
Think I'm In Love,1982,1949,Eddie Money
Personally,1982,1951,Karla Bonoff
Blue Eyes,1982,1947,Elton John
Somebody's Baby,1982,1948,Jackson Browne
Take It Away,1982,1942,Paul McCartney
Love Will Turn You Around,1982,1938,Kenny Rogers
Comin' In And Out Of Your Life,1982,1942,Barbra Streisand
Gloria,1982,1952,Laura Branigan
Empty Garden,1982,1947,Elton John
Yesterday's Songs,1982,1941,Neil Diamond
Any Day Now,1982,1943,Ronnie Milsap
Make A Move On Me,1982,1948,Olivia Newton-John
Mirror Mirror,1982,1944,Diana Ross
Hot In The City,1982,1955,Billy Idol
Kids In America,1982,1960,Kim Wilde
Do I Do,1982,1950,Stevie Wonder
Arthur's Theme,1982,1951,Christopher Cross
Through The Years,1982,1938,Kenny Rogers
Edge Of Seventeen,1982,1948,Stevie Nicks
Flashdance... What A Feeling,1983,1959,Irene Cara
Total Eclipse Of The Heart,1983,1951,Bonnie Tyler
You And I,1983,1941,Eddie Rabbitt
Shame On The Moon,1983,1945,Bob Seger
Never Gonna Let You Go,1983,1941,Sergio Mendes
Let's Dance,1983,1947,David Bowie
Electric Avenue,1983,1948,Eddy Grant
She Blinded Me With Science,1983,1958,Thomas Dolby
You Are,1983,1949,Lionel Richie
Sexual Healing,1983,1939,Marvin Gaye
Mickey,1983,1943,Toni Basil
We've Got Tonight,1983,1938,Kenny Rogers
Allentown,1983,1949,Billy Joel
Stand Back,1983,1948,Stevie Nicks
Tell Her About It,1983,1949,Billy Joel
Truly,1983,1949,Lionel Richie
Dirty Laundry,1983,1947,Don Henley
Goody Two Shoes,1983,1954,Adam Ant
Gloria,1983,1952,Laura Branigan
Affair Of The Heart,1983,1949,Rick Springfield
Solitaire,1983,1952,Laura Branigan
How Am I Supposed To Live Without You,1983,1952,Laura Branigan
China Girl,1983,1947,David Bowie
All Right,1983,1951,Christopher Cross
Straight From The Heart,1983,1959,Bryan Adams
Heart To Heart,1983,1948,Kenny Loggins
My Love,1983,1949,Lionel Richie
I'm Still Standing,1983,1947,Elton John
All This Love,1983,1990,Debarge
Your Love Is Driving Me Crazy,1983,1947,Sammy Hagar
Heartbreaker,1983,1940,Dionne Warwick
Steppin' Out,1983,1954,Joe Jackson
Lawyers In Love,1983,1948,Jackson Browne
I've Got A Rock 'N' Roll Heart,1983,1945,Eric Clapton
Tonight I Celebrate My Love,1983,1951,Peabo Bryson
You Got Lucky,1983,1950,Tom Petty and The Heartbreakers
Breaking Us In Two,1983,1954,Joe Jackson
What's Love Got To Do With It,1984,1939,Tina Turner
Say Say Say,1984,1942,Paul McCartney
Footloose,1984,1948,Kenny Loggins
Hello,1984,1949,Lionel Richie
Ghostbusters,1984,1954,Ray Parker Jr.
Missing You,1984,1952,John Waite
All Night Long,1984,1949,Lionel Richie
Let's Hear It For The Boy,1984,1950,Deniece Williams
Dancing In The Dark,1984,1949,Bruce Springsteen
Girls Just Want To Have Fun,1984,1953,Cyndi Lauper
Time After Time,1984,1953,Cyndi Lauper
Self Control,1984,1952,Laura Branigan
I Just Called To Say I Love You,1984,1950,Stevie Wonder
Somebody's Watching Me,1984,1964,Rockwell
99 Luftballons,1984,1960,Nena
I Can Dream About You,1984,1950,Dan Hartman
The Glamorous Life,1984,1957,Sheila E.
Stuck On You,1984,1949,Lionel Richie
I Guess That's Why They Call It The Blues,1984,1947,Elton John
She Bop,1984,1953,Cyndi Lauper
Borderline,1984,1958,Madonna
Sunglasses At Night,1984,1962,Corey Hart
Eyes Without A Face,1984,1955,Billy Idol
Uptown Girl,1984,1949,Billy Joel
Twist Of Fate,1984,1948,Olivia Newton-John
If Ever You're In My Arms Again,1984,1951,Peabo Bryson
Caribbean Queen,1984,1950,Billy Ocean
Running With The Night,1984,1949,Lionel Richie
Sad Songs,1984,1947,Elton John
Islands In The Stream,1984,1938,Kenny Rogers
Love Is A Battlefield,1984,1953,Pat Benatar
Infatuation,1984,1945,Rod Stewart
Love Somebody,1984,1949,Rick Springfield
Lucky Star,1984,1958,Madonna
Cover Me,1984,1949,Bruce Springsteen
Breakdance,1984,1959,Irene Cara
An Innocent Man,1984,1949,Billy Joel
I Still Can't Get Over Loving You,1984,1954,Ray Parker Jr.
Holiday,1984,1958,Madonna
Nobody Told Me,1984,1940,John Lennon
Think Of Laura,1984,1951,Christopher Cross
Time Will Reveal,1984,1990,Debarge
Pink Houses,1984,1951,John Cougar Mellencamp
The Longest Time,1984,1949,Billy Joel
Major Tom,1984,1956,Peter Schilling
Rock Me Tonite,1984,1950,Billy Squier
Like A Virgin,1985,1958,Madonna
I Feel For You,1985,1953,Chaka Khan
Crazy For You,1985,1958,Madonna
St. Elmo's Fire,1985,1954,John Parr
The Heat Is On,1985,1948,Glenn Frey
Part-Time Lover,1985,1950,Stevie Wonder
Saving All My Love For You,1985,1963,Whitney Houston
Heaven,1985,1959,Bryan Adams
Loverboy,1985,1950,Billy Ocean
Lover Girl,1985,1956,Teena Marie
You Belong To The City,1985,1948,Glenn Frey
Rhythm Of The Night,1985,1990,Debarge
We Belong,1985,1953,Pat Benatar
Freeway Of Love,1985,1942,Aretha Franklin
Never Surrender,1985,1962,Corey Hart
Strut,1985,1959,Sheena Easton
You Give Good Love,1985,1963,Whitney Houston
Missing You,1985,1944,Diana Ross
Suddenly,1985,1950,Billy Ocean
The Boys Of Summer,1985,1947,Don Henley
One Night In Bangkok,1985,1946,Murray Head
We Don't Need Another Hero,1985,1939,Tina Turner
Material Girl,1985,1958,Madonna
Better Be Good To Me,1985,1939,Tina Turner
Smooth Operator,1985,1959,Sade
All Through The Night,1985,1953,Cyndi Lauper
Run To You,1985,1959,Bryan Adams
Glory Days,1985,1949,Bruce Springsteen
No More Lonely Nights,1985,1942,Paul McCartney
Summer Of '69,1985,1959,Bryan Adams
Angel,1985,1958,Madonna
I'm On Fire,1985,1949,Bruce Springsteen
Who's Holding Donna Now,1985,1990,Debarge
Lonely Ol' Night,1985,1951,John Cougar Mellencamp
Do What You Do,1985,1954,Jermaine Jackson
Born In The USA,1985,1949,Bruce Springsteen
Private Dancer,1985,1939,Tina Turner
Who's Zoomin' Who,1985,1942,Aretha Franklin
Penny Lover,1985,1949,Lionel Richie
All She Wants To Do Is Dance,1985,1947,Don Henley
Dress You Up,1985,1958,Madonna
Sugar Walls,1985,1959,Sheena Easton
"Say You, Say Me",1986,1949,Lionel Richie
On My Own,1986,1944,Patti Labelle
How Will I Know,1986,1963,Whitney Houston
Party All The Time,1986,1961,Eddie Murphy
Greatest Love Of All,1986,1963,Whitney Houston
Glory Of Love,1986,1944,Peter Cetera
There'll Be Sad Songs,1986,1950,Billy Ocean
Higher Love,1986,1948,Steve Winwood
Sledgehammer,1986,1950,Peter Gabriel
Papa Don't Preach,1986,1958,Madonna
When The Going Gets Tough,1986,1950,Billy Ocean
When I Think Of You,1986,1966,Janet Jackson
Live To Tell,1986,1958,Madonna
Mad About You,1986,1958,Belinda Carlisle
Dancing On The Ceiling,1986,1949,Lionel Richie
Conga,1986,1957,Miami Sound Machine
True Colors,1986,1953,Cyndi Lauper
Danger Zone,1986,1948,Kenny Loggins
What Have You Done For Me Lately,1986,1966,Janet Jackson
Words Get In The Way,1986,1957,Miami Sound Machine
Two Of Hearts,1986,1958,Stacey Q
The Sweetest Taboo,1986,1959,Sade
Talk To Me,1986,1948,Stevie Nicks
Nasty,1986,1966,Janet Jackson
Take Me Home Tonight,1986,1949,Eddie Money
Living In America,1986,1933,James Brown
Who's Johnny,1986,1961,El Debarge
Typical Male,1986,1939,Tina Turner
Small Town,1986,1951,John Cougar Mellencamp
True Blue,1986,1958,Madonna
Bad Boy,1986,1957,Miami Sound Machine
Love Touch,1986,1945,Rod Stewart
A Love Bizarre,1986,1957,Sheila E.
Nikita,1986,1947,Elton John
Sweet Love,1986,1958,Anita Baker
Spies Like Us,1986,1942,Paul McCartney
Dreamtime,1986,1946,Daryl Hall
Love Will Conquer All,1986,1949,Lionel Richie
A Different Corner,1986,1963,George Michael
Go Home,1986,1950,Stevie Wonder
I Wanna Dance With Somebody,1987,1963,Whitney Houston
C'est La Vie,1987,1958,Robbie Nevil
The Way It Is,1987,1954,Bruce Hornsby and The Range
Shakedown,1987,1945,Bob Seger
Looking For A New Love,1987,1959,Jody Watley
Mony Mony,1987,1955,Billy Idol
The Lady In Red,1987,1948,Chris De Burgh
Didn't We Almost Have It All,1987,1963,Whitney Houston
I Want Your Sex,1987,1963,George Michael
The Next Time I Fall,1987,1944,Peter Cetera
Open Your Heart,1987,1958,Madonna
You Keep Me Hangin' On,1987,1960,Kim Wilde
I Knew You Were Waiting,1987,1942,Aretha Franklin
Control,1987,1966,Janet Jackson
Somewhere Out There,1987,1946,Linda Ronstadt
Who's That Girl,1987,1958,Madonna
Causing A Commotion,1987,1958,Madonna
Let's Wait Awhile,1987,1966,Janet Jackson
Luka,1987,1959,Suzanne Vega
Don't Mean Nothing,1987,1963,Richard Marx
La Isla Bonita,1987,1958,Madonna
Change Of Heart,1987,1953,Cyndi Lauper
Can't We Try,1987,1954,Dan Hill
To Be A Lover,1987,1955,Billy Idol
Mandolin Rain,1987,1954,Bruce Hornsby and The Range
Stand By Me,1987,1938,Ben E. King
Big Time,1987,1950,Peter Gabriel
The Finer Things,1987,1948,Steve Winwood
Diamonds,1987,1935,Herb Alpert
Midnight Blue,1987,1950,Lou Gramm
Heat Of The Night,1987,1959,Bryan Adams
Brilliant Disguise,1987,1949,Bruce Springsteen
Just To See Her,1987,1940,Smokey Robinson
Respect Yourself,1987,1955,Bruce Willis
Ballerina Girl,1987,1949,Lionel Richie
Meet Me Half Way,1987,1948,Kenny Loggins
Faith,1988,1963,George Michael
Got My Mind Set On You,1988,1943,George Harrison
Never Gonna Give You Up,1988,1966,Rick Astley
So Emotional,1988,1963,Whitney Houston
Heaven Is A Place On Earth,1988,1958,Belinda Carlisle
Roll With It,1988,1948,Steve Winwood
One More Try,1988,1963,George Michael
Wishing Well,1988,1962,Terence Trent d'Arby
"Get Outta My Dreams, Get Into My Car",1988,1950,Billy Ocean
I'll Always Love You,1988,1962,Taylor Dayne
Hold On To The Nights,1988,1963,Richard Marx
Father Figure,1988,1963,George Michael
Endless Summer Nights,1988,1963,Richard Marx
Where Do Broken Hearts Go,1988,1963,Whitney Houston
I Don't Wanna Go On With You Like That,1988,1947,Elton John
Together Forever,1988,1966,Rick Astley
Monkey,1988,1963,George Michael
Should've Known Better,1988,1963,Richard Marx
The Loco-Motion,1988,1968,Kylie Minogue
Tell It To My Heart,1988,1962,Taylor Dayne
Don't You Want Me,1988,1959,Jody Watley
I Get Weak,1988,1958,Belinda Carlisle
Sign Your Name,1988,1962,Terence Trent d'Arby
Girlfriend,1988,1966,Pebbles
Mercedes Boy,1988,1966,Pebbles
One Good Woman,1988,1944,Peter Cetera
Candle In The Wind,1988,1947,Elton John
I Want Her,1988,1961,Keith Sweat
Pink Cadillac,1988,1950,Natalie Cole
Fast Car,1988,1964,Tracy Chapman
The Valley Road,1988,1954,Bruce Hornsby and The Range
Don't Be Cruel,1988,1969,Bobby Brown
Don't Shed A Tear,1988,1951,Paul Carrack
Don't You Know What The Night Can Do,1988,1948,Steve Winwood
One Moment In Time,1988,1963,Whitney Houston
Kissing A Fool,1988,1963,George Michael
I Found Someone,1988,1946,Cher
Valerie,1988,1948,Steve Winwood
Prove Your Love,1988,1962,Taylor Dayne
My Prerogative,1989,1969,Bobby Brown
Miss You Much,1989,1966,Janet Jackson
Giving You The Best That I Got,1989,1958,Anita Baker
Right Here Waiting,1989,1963,Richard Marx
Don't Wanna Lose You,1989,1957,Gloria Estefan
On Our Own,1989,1969,Bobby Brown
Like A Prayer,1989,1958,Madonna
If I Could Turn Back Time,1989,1946,Cher
Buffalo Stance,1989,1964,Neneh Cherry
Don't Rush Me,1989,1962,Taylor Dayne
The Lover In Me,1989,1959,Sheena Easton
Real Love,1989,1959,Jody Watley
Every Little Step,1989,1969,Bobby Brown
My Heart Can't Tell You No,1989,1945,Rod Stewart
So Alive,1989,1959,Love and Rockets
Satisfied,1989,1963,Richard Marx
Express Yourself,1989,1958,Madonna
Soldier Of Love,1989,1957,Donny Osmond
Cherish,1989,1958,Madonna
Miss You Like Crazy,1989,1950,Natalie Cole
Angel Eyes,1989,1966,Jeff Healey Band
Walk On Water,1989,1949,Eddie Money
Close My Eyes Forever,1989,1958,Lita Ford
After All,1989,1946,Cher
Roni,1989,1969,Bobby Brown
What I Am,1989,1966,Edie Brickell and The New Bohemians
She Wants To Dance With Me,1989,1966,Rick Astley
It's No Crime,1989,1959,Babyface
Rock Wit'cha,1989,1969,Bobby Brown
The End Of The Innocence,1989,1947,Don Henley
Nothing Compares 2 U,1990,1966,Sinead O'Connor
Vogue,1990,1958,Madonna
Vision Of Love,1990,1969,Mariah Carey
Cradle Of Love,1990,1955,Billy Idol
Blaze Of Glory,1990,1962,Jon Bon Jovi
How Am I Supposed To Live Without You,1990,1953,Michael Bolton
Escapade,1990,1966,Janet Jackson
Close To You,1990,1961,Maxi Priest
Black Velvet,1990,1958,Alannah Myles
Don't Know Much,1990,1946,Linda Ronstadt
All Around The World,1990,1966,Lisa Stansfield
Rub You The Right Way,1990,1966,Johnny Gill
Love Will Lead You Back,1990,1962,Taylor Dayne
We Didn't Start The Fire,1990,1949,Billy Joel
Downtown Train,1990,1945,Rod Stewart
Rhythm Nation,1990,1966,Janet Jackson
Everything,1990,1959,Jody Watley
Here And Now,1990,1951,Luther Vandross
Alright,1990,1966,Janet Jackson
Have You Seen Her,1990,1962,M.C. Hammer
With Every Beat Of My Heart,1990,1962,Taylor Dayne
Come Back To Me,1990,1966,Janet Jackson
Praying For Time,1990,1963,George Michael
How Can We Be Lovers,1990,1953,Michael Bolton
U Can't Touch This,1990,1962,M.C. Hammer
Just Between You And Me,1990,1950,Lou Gramm
Black Cat,1990,1966,Janet Jackson
I'll Be Your Shelter,1990,1962,Taylor Dayne
Free Fallin',1990,1950,Tom Petty
Giving You The Benefit,1990,1966,Pebbles
Here We Are,1990,1957,Gloria Estefan
Love Takes Time,1990,1969,Mariah Carey
Just Like Jesse James,1990,1946,Cher
I Go To Extremes,1990,1949,Billy Joel
Whip Appeal,1990,1959,Babyface
When I'm Back On My Feet Again,1990,1953,Michael Bolton
Make You Sweat,1990,1961,Keith Sweat
(Everything I Do) I Do It For You,1991,1959,Bryan Adams
Someday,1991,1969,Mariah Carey
All The Man That I Need,1991,1963,Whitney Houston
Love Will Never Do,1991,1966,Janet Jackson
Good Vibrations,1991,1971,Marky Mark and The Funky Bunch
Justify My Love,1991,1958,Madonna
Emotions,1991,1969,Mariah Carey
I Don't Wanna Cry,1991,1969,Mariah Carey
Every Heartbeat,1991,1960,Amy Grant
Coming Out Of The Dark,1991,1957,Gloria Estefan
It Ain't Over 'Til It's Over,1991,1964,Lenny Kravitz
Where Does My Heart Beat Now,1991,1968,Celine Dion
I'm Your Baby Tonight,1991,1963,Whitney Houston
Love Is A Wonderful Thing,1991,1953,Michael Bolton
Rhythm Of My Heart,1991,1945,Rod Stewart
Something To Talk About,1991,1949,Bonnie Raitt
Can't Stop This Thing We Started,1991,1959,Bryan Adams
"Time, Love And Tenderness",1991,1953,Michael Bolton
Love Takes Time,1991,1969,Mariah Carey
Cry For Help,1991,1966,Rick Astley
I'll Give All My Love To You,1991,1961,Keith Sweat
Place In This World,1991,1957,Michael W. Smith
Get Here,1991,1953,Oleta Adams
Round And Round,1991,1976,Tevin Campbell
Everybody Plays The Fool,1991,1941,Aaron Neville
Groove Is In The Heart,1991,1951,Deee-Lite
The One And Only,1991,1971,Chesney Hawkes
Freedom 90,1991,1963,George Michael
The Motown Song,1991,1945,Rod Stewart
Tears In Heaven,1992,1945,Eric Clapton
Just Another Day,1992,1961,Jon Secada
I Love Your Smile,1992,1972,Shanice
Achy Breaky Heart,1992,1961,Billy Ray Cyrus
I'll Be There,1992,1969,Mariah Carey
Life Is A Highway,1992,1953,Tom Cochrane
Finally,1992,1969,CeCe Peniston
This Used To Be My Playground,1992,1958,Madonna
Can't Let Go,1992,1969,Mariah Carey
Don't Let The Sun Go Down On Me,1992,1963,George Michael
If You Asked Me To,1992,1968,Celine Dion
Humpin' Around,1992,1969,Bobby Brown
Damn I Wish I Was Your Lover,1992,1967,Sophie B. Hawkins
The Best Things In Life Are Free,1992,1951,Luther Vandross
Make It Happen,1992,1969,Mariah Carey
The One,1992,1947,Elton John
Good For Me,1992,1960,Amy Grant
When A Man Loves A Woman,1992,1953,Michael Bolton
Hazard,1992,1963,Richard Marx
Too Funky,1992,1963,George Michael
Keep On Walkin',1992,1969,CeCe Peniston
Wildside,1992,1971,Marky Mark And The Funky Bunch
